Country_code,Country,Country_short,Region,Income_group,Year_decision,Year_first_decision,Year_target,Year_latest_target,Target_minimum,Target_maximum,Target_average,Unit,Target_type,RE_technology,Target_consistent,Miscellaneous,Source,Note for time-series,Newly added by
PHL,Philippines,Philippines,East Asia & Pacific,Lower middle income,2022,2009,2040,2050,,50,50,Percent,Electricity ,All technologies,50,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,1,Poon
PHL,Philippines,Philippines,East Asia & Pacific,Lower middle income,2020,2020,2050,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
PHL,Philippines,Philippines,East Asia & Pacific,Lower middle income,2021,2021,2030,2040,,35,35,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
PHL,Philippines,Philippines,East Asia & Pacific,Lower middle income,2021,2021,2040,2040,,50,50,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
POL,Poland,Poland,Europe & Central Asia,High income,2004,2004,2010,2030,,8,8,Percent,Electricity ,All technologies ,8,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,1,
POL,Poland,Poland,Europe & Central Asia,High income,2013,2004,2020,2030,,19,19,Percent,Electricity ,All technologies ,19,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
POL,Poland,Poland,Europe & Central Asia,High income,2019,2004,2030,2030,,32,32,Percent,Electricity ,All technologies ,32,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
POL,Poland,Poland,Europe & Central Asia,High income,2023,2004,2030,2030,,51,51,Percent,Electricity ,All technologies ,51,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
POL,Poland,Poland,Europe & Central Asia,High income,2006,2006,2020,2030,,15,15,Percent,Final energy,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf,1,Dou
POL,Poland,Poland,Europe & Central Asia,High income,2014,2006,2020,2030,,16,16,Percent,Final energy,All technologies,16,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,1,Dou
POL,Poland,Poland,Europe & Central Asia,High income,2020,2006,2030,2030,,21,21,Percent,Final energy,All technologies,21,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
POL,Poland,Poland,Europe & Central Asia,High income,2023,2006,2030,2030,,22,22,Percent,Final energy,All technologies,22,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
POL,Poland,Poland,Europe & Central Asia,High income,2004,2004,2010,2020,,8,8,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,,Dou
POL,Poland,Poland,Europe & Central Asia,High income,2006,2004,2020,2020,,14,14,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf,,Dou
POL,Poland,Poland,Europe & Central Asia,High income,2011,2004,2020,2020,,12,12,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,,Dou
PRT,Portugal,Portugal,Europe & Central Asia,High income,2001,2001,2010,2030,,39,39,Percent,Electricity ,All technologies ,39,,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32001L0077&from=EN,1,
PRT,Portugal,Portugal,Europe & Central Asia,High income,2004,2001,2010,2030,,46,46,Percent,Electricity ,All technologies ,46,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,1,
PRT,Portugal,Portugal,Europe & Central Asia,High income,2012,2001,2020,2030,,59,59,Percent,Electricity ,All technologies ,59,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
PRT,Portugal,Portugal,Europe & Central Asia,High income,2013,2001,2020,2030,,45,45,Percent,Electricity ,All technologies ,45,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
PRT,Portugal,Portugal,Europe & Central Asia,High income,2016,2001,2020,2030,,60,60,Percent,Electricity ,All technologies ,60,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
PRT,Portugal,Portugal,Europe & Central Asia,High income,2019,2001,2030,2030,,88,88,Percent,Electricity ,All technologies ,88,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
PRT,Portugal,Portugal,Europe & Central Asia,High income,2023,2001,2030,2030,,96,96,Percent,Electricity ,All technologies ,96,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
PRT,Portugal,Portugal,Europe & Central Asia,High income,2009,2009,2020,2030,,31,31,Percent,Final energy,All technologies,31,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,1,Dou
PRT,Portugal,Portugal,Europe & Central Asia,High income,2015,2009,2030,2030,,40,40,Percent,Final energy,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,Dou
PRT,Portugal,Portugal,Europe & Central Asia,High income,2018,2009,2030,2030,,47,47,Percent,Final energy,All technologies,47,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2019_full_report_en.pdf,1,Dou
PRT,Portugal,Portugal,Europe & Central Asia,High income,2023,2009,2030,2030,,49,49,Percent,Final energy,All technologies,49,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
QAT,Qatar,Qatar,Middle East & North Africa,High income,2012,2012,2030,2030,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
QAT,Qatar,Qatar,Middle East & North Africa,High income,2013,2012,2020,2030,,2,2,Percent,Electricity ,All technologies,2,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
QAT,Qatar,Qatar,Middle East & North Africa,High income,2020,2012,2020,2030,,6,6,Percent,Electricity ,All technologies,6,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
ROU,Romania,Romania,Europe & Central Asia,High income,2010,2010,2015,2030,,35,35,Percent,Electricity ,All technologies,35,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,1,
ROU,Romania,Romania,Europe & Central Asia,High income,2010,2010,2020,2030,,38,38,Percent,Electricity ,All technologies,38,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,1,
ROU,Romania,Romania,Europe & Central Asia,High income,2011,2010,2020,2030,,43,43,Percent,Electricity ,All technologies,43,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
ROU,Romania,Romania,Europe & Central Asia,High income,2019,2010,2030,2030,,70,70,Percent,Electricity ,All technologies ,70,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
ROU,Romania,Romania,Europe & Central Asia,High income,2023,2010,2030,2030,,81,81,Percent,Electricity ,All technologies ,81,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
ROU,Romania,Romania,Europe & Central Asia,High income,2009,2009,2020,2030,,24,24,Percent,Final energy,All technologies,24,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,1,Dou
ROU,Romania,Romania,Europe & Central Asia,High income,2020,2009,2030,2030,,31,31,Percent,Final energy,All technologies,31,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
ROU,Romania,Romania,Europe & Central Asia,High income,2023,2009,2030,2030,,34,34,Percent,Final energy,All technologies,34,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
ROU,Romania,Romania,Europe & Central Asia,High income,2021,2021,2022,2030,,25,25,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
ROU,Romania,Romania,Europe & Central Asia,High income,2021,2021,2025,2030,,27,27,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
ROU,Romania,Romania,Europe & Central Asia,High income,2021,2021,2028,2030,,28,28,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
ROU,Romania,Romania,Europe & Central Asia,High income,2021,2021,2030,2030,,31,31,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
RUS,Russian Federation,Russia,Europe & Central Asia,High income,2006,2006,2010,2024,,2,2,Percent,Electricity ,All technologies except large hydro,2,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf,2,Poon
RUS,Russian Federation,Russia,Europe & Central Asia,High income,2006,2006,2020,2024,,5,5,Percent,Electricity ,All technologies except large hydro,5,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,2,Poon
RUS,Russian Federation,Russia,Europe & Central Asia,High income,2010,2006,2020,2024,,3,3,Percent,Electricity ,All technologies except large hydro,3,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,2,Poon
RUS,Russian Federation,Russia,Europe & Central Asia,High income,2019,2006,2024,2024,,20,20,Percent,Electricity ,All technologies except large hydro,20,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,2,Poon
RWA,Rwanda,Rwanda,Sub-Saharan Africa,Low income,2010,2010,2012,2050,,90,90,Percent,Electricity ,All technologies,90,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,1,
RWA,Rwanda,Rwanda,Sub-Saharan Africa,Low income,2016,2010,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
RWA,Rwanda,Rwanda,Sub-Saharan Africa,Low income,2021,2010,2024,2050,,60,60,Percent,Electricity ,All technologies,60,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
RWA,Rwanda,Rwanda,Sub-Saharan Africa,Low income,2020,2020,2050,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
KNA,Saint Kitts and Nevis,St. Kitts and Nevis,Latin America & Caribbean,High income,2012,2012,2015,2015,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,
LCA,Saint Lucia,St. Lucia,Latin America & Caribbean,Upper middle income,2011,2011,2013,2050,,5,5,Percent,Electricity ,All technologies,5,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
LCA,Saint Lucia,St. Lucia,Latin America & Caribbean,Upper middle income,2011,2011,2015,2050,,15,15,Percent,Electricity ,All technologies,15,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
LCA,Saint Lucia,St. Lucia,Latin America & Caribbean,Upper middle income,2011,2011,2020,2050,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
LCA,Saint Lucia,St. Lucia,Latin America & Caribbean,Upper middle income,2015,2011,2020,2050,,35,35,Percent,Electricity ,All technologies,35,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,Poon
LCA,Saint Lucia,St. Lucia,Latin America & Caribbean,Upper middle income,2016,2011,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
LCA,Saint Lucia,St. Lucia,Latin America & Caribbean,Upper middle income,2020,2011,2030,2050,,50,50,Percent,Electricity ,All technologies,50,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
LCA,Saint Lucia,St. Lucia,Latin America & Caribbean,Upper middle income,2012,2012,2020,2020,,20,20,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,,Dou
VCT,Saint Vincent and the Grenadines,St. Lucia,Latin America & Caribbean,Upper middle income,2011,2011,2015,2020,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
VCT,Saint Vincent and the Grenadines,St. Lucia,Latin America & Caribbean,Upper middle income,2011,2011,2020,2020,,60,60,Percent,Electricity ,All technologies,60,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
WSM,Samoa,Samoa,East Asia & Pacific,Lower middle income,2012,2012,2030,2050,,20,20,Percent additional,Electricity ,All technologies,56,"Base year 2012, other RE in 2012 (hydro) 36.36%",https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,Poon
WSM,Samoa,Samoa,East Asia & Pacific,Lower middle income,2015,2012,2030,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
WSM,Samoa,Samoa,East Asia & Pacific,Lower middle income,2021,2012,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,Poon
WSM,Samoa,Samoa,East Asia & Pacific,Lower middle income,2020,2020,2051,2051,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
WSM,Samoa,Samoa,East Asia & Pacific,Lower middle income,2022,2020,2050,2051,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2023_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
WSM,Samoa,Samoa,East Asia & Pacific,Lower middle income,2008,2008,2030,2030,,20,20,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2009_Full-Report_English.pdf,,Dou
STP,Sao Tome And Principe,Sao Tome And Principe,Sub-Saharan Africa,Lower middle income,2020,2020,2030,2030,,47,47,Percent,Electricity ,All technologies,47,,https://www.ren21.net/wp-content/uploads/2019/05/gsr_2020_full_report_en.pdf,1,Poon
STP,Sao Tome And Principe,Sao Tome And Principe,Sub-Saharan Africa,Lower middle income,2023,2023,2030,2030,,50,50,Percent,Final energy,All technologies,50,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
STP,Sao Tome And Principe,Sao Tome And Principe,Sub-Saharan Africa,Lower middle income,2021,2021,2030,2030,,50,50,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
SAU,Saudi Arabia,Saudi Arabia,Middle East & North Africa,High income,2021,2021,2030,2030,,50,50,Percent,Electricity ,All technologies,50,,https://unfccc.int/sites/default/files/resource/202203111154---KSA%20NDC%202021.pdf,1,Poon
SAU,Saudi Arabia,Saudi Arabia,Middle East & North Africa,High income,2021,2021,2030,2030,,50,50,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
SEN,Senegal,Senegal,Sub-Saharan Africa,Lower middle income,2011,2011,2020,2050,,15,15,Percent,Electricity ,All technologies,15,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
SEN,Senegal,Senegal,Sub-Saharan Africa,Lower middle income,2014,2011,2017,2050,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,1,
SEN,Senegal,Senegal,Sub-Saharan Africa,Lower middle income,2016,2011,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
SEN,Senegal,Senegal,Sub-Saharan Africa,Lower middle income,2022,2011,2025,2050,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR-2023_Energy-Supply-Module.pdf,1,
SEN,Senegal,Senegal,Sub-Saharan Africa,Lower middle income,2023,2023,2030,2030,,40,40,Percent,Final energy,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
SEN,Senegal,Senegal,Sub-Saharan Africa,Lower middle income,2006,2006,2025,2030,,15,15,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2007_Full-Report_English.pdf,,Dou
SEN,Senegal,Senegal,Sub-Saharan Africa,Lower middle income,2021,2006,2030,2030,,30,30,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
SRB,Serbia,Serbia,Europe & Central Asia,Upper middle income,2011,2011,2020,2050,,15,15,Percent,Electricity ,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,1,Poon
SRB,Serbia,Serbia,Europe & Central Asia,Upper middle income,2013,2011,2021,2050,,15,15,Percent,Electricity ,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,Poon
SRB,Serbia,Serbia,Europe & Central Asia,Upper middle income,2014,2011,2017,2050,,20,20,Percent,Electricity ,All technologies,20,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2015_Full-Report_English.pdf,1,Poon
SRB,Serbia,Serbia,Europe & Central Asia,Upper middle income,2016,2011,2020,2050,,37,37,Percent,Electricity ,All technologies,37,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,Poon
SRB,Serbia,Serbia,Europe & Central Asia,Upper middle income,2021,2011,2040,2050,,40,40,Percent,Electricity ,All technologies,40,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
SRB,Serbia,Serbia,Europe & Central Asia,Upper middle income,2021,2011,2050,2050,,50,50,Percent,Electricity ,All technologies,50,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
SRB,Serbia,Serbia,Europe & Central Asia,Upper middle income,2011,2011,NA,2020,,33,33,Percent,Final energy,All technologies,33,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2012_Full-Report_English.pdf,1,Dou
SRB,Serbia,Serbia,Europe & Central Asia,Upper middle income,2012,2011,2020,2020,,27,27,Percent,Final energy,All technologies,27,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2013_Full-Report_English.pdf,1,Dou
SYC,Seychelles,Seychelles,Sub-Saharan Africa,High income,2011,2011,2020,2030,,5,5,Percent,Electricity ,All technologies,5,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
SYC,Seychelles,Seychelles,Sub-Saharan Africa,High income,2011,2011,2030,2030,,15,15,Percent,Electricity ,All technologies,15,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
SYC,Seychelles,Seychelles,Sub-Saharan Africa,High income,2020,2020,2030,2030,,15,15,Percent,Final energy,All technologies,15,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
SYC,Seychelles,Seychelles,Sub-Saharan Africa,High income,2021,2021,2030,2030,,15,15,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
SLE,Sierra Leone,Sierra Leone,Sub-Saharan Africa,Low income,2015,2015,2015,2030,,18,18,Percent,Electricity ,All technologies,18,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
SLE,Sierra Leone,Sierra Leone,Sub-Saharan Africa,Low income,2015,2015,2020,2030,,33,33,Percent,Electricity ,All technologies,33,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
SLE,Sierra Leone,Sierra Leone,Sub-Saharan Africa,Low income,2015,2015,2030,2030,,36,36,Percent,Electricity ,All technologies,36,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
SLE,Sierra Leone,Sierra Leone,Sub-Saharan Africa,Low income,2020,2015,2020,2030,,52,52,Percent,Electricity ,All technologies,52,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
SLE,Sierra Leone,Sierra Leone,Sub-Saharan Africa,Low income,2023,2023,2030,2030,,65,65,Percent,Final energy,All technologies,65,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
SGP,Singapore,Singapore,East Asia & Pacific,High income,2015,2015,NA,2035,,8,8,Percent,Electricity ,All technologies,8,,https://www.ren21.net/wp-content/uploads/2019/05/REN21_GSR2016_FullReport_en_11.pdf,1,
SGP,Singapore,Singapore,East Asia & Pacific,High income,2021,2015,2035,2035,,30,30,Percent,Electricity ,All technologies,30,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,Poon
SVK,Slovakia,Slovakia,Europe & Central Asia,High income,2004,2004,2010,2030,,31,31,Percent,Electricity ,All technologies ,31,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,1,
SVK,Slovakia,Slovakia,Europe & Central Asia,High income,2013,2004,2020,2030,,24,24,Percent,Electricity ,All technologies ,24,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
SVK,Slovakia,Slovakia,Europe & Central Asia,High income,2019,2004,2030,2030,,90,90,Percent,Electricity ,All technologies ,90,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
SVK,Slovakia,Slovakia,Europe & Central Asia,High income,2009,2009,2020,2030,,14,14,Percent,Final energy,All technologies,14,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,1,Dou
SVK,Slovakia,Slovakia,Europe & Central Asia,High income,2017,2009,2020,2030,,13,13,Percent,Final energy,All technologies,13,,https://www.ren21.net/wp-content/uploads/2019/08/Full-Report-2018.pdf,1,Dou
SVK,Slovakia,Slovakia,Europe & Central Asia,High income,2020,2009,2030,2030,,19,19,Percent,Final energy,All technologies,19,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
SVN,Slovenia,Slovenia,Europe & Central Asia,High income,2004,2004,2010,2030,,34,34,Percent,Electricity ,All technologies ,34,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,1,
SVN,Slovenia,Slovenia,Europe & Central Asia,High income,2013,2004,2020,2030,,39,39,Percent,Electricity ,All technologies ,39,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
SVN,Slovenia,Slovenia,Europe & Central Asia,High income,2019,2004,2030,2030,,76,76,Percent,Electricity ,All technologies ,76,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
SVN,Slovenia,Slovenia,Europe & Central Asia,High income,2023,2004,2030,2030,,77,77,Percent,Electricity ,All technologies ,77,,https://ember-energy.org/data/live-eu-necp-tracker/#data-tool,1,Poon
SVN,Slovenia,Slovenia,Europe & Central Asia,High income,2009,2009,2020,2030,,25,25,Percent,Final energy,All technologies,25,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2010_Full-Report_English.pdf,1,Dou
SVN,Slovenia,Slovenia,Europe & Central Asia,High income,2020,2009,2030,2030,,27,27,Percent,Final energy,All technologies,27,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
SLB,Solomon Islands,Solomon Islands,East Asia & Pacific,Lower middle income,2011,2011,2015,2050,,50,50,Percent,Electricity ,All technologies,50,,https://www.ren21.net/Portals/0/documents/activities/gsr/GSR2012.pdf,1,
SLB,Solomon Islands,Solomon Islands,East Asia & Pacific,Lower middle income,2016,2011,2030,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,Poon
SLB,Solomon Islands,Solomon Islands,East Asia & Pacific,Lower middle income,2020,2011,2020,2050,,50,50,Percent,Electricity ,All technologies,50,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
SLB,Solomon Islands,Solomon Islands,East Asia & Pacific,Lower middle income,2021,2011,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,1,
SLB,Solomon Islands,Solomon Islands,East Asia & Pacific,Lower middle income,2020,2020,2030,2030,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
SLB,Solomon Islands,Solomon Islands,East Asia & Pacific,Lower middle income,2021,2021,2030,2030,,100,100,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2022_Full_Report.pdf,,Dou
ZAF,South Africa,South Africa,Sub-Saharan Africa,Upper middle income,2005,2005,2013,2050,,4,4,Percent,Electricity ,All technologies ,4,,https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf,1,
ZAF,South Africa,South Africa,Sub-Saharan Africa,Upper middle income,2008,2005,2020,2050,,13,13,Percent,Electricity ,All technologies ,13,,https://www.ren21.net/Portals/0/documents/activities/gsr/REN21_GSR_2010_full_revised%20Sept2010.pdf,1,
ZAF,South Africa,South Africa,Sub-Saharan Africa,Upper middle income,2010,2005,2050,2050,,14,14,Percent,Electricity ,All technologies ,14,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2011_Full-Report_English.pdf,1,
ZAF,South Africa,South Africa,Sub-Saharan Africa,Upper middle income,2013,2005,2030,2050,,9,9,Percent,Electricity ,All technologies ,9,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2014_Full-Report_English.pdf,1,
ZAF,South Africa,South Africa,Sub-Saharan Africa,Upper middle income,2020,2005,2030,2050,,8,8,Percent,Electricity ,All technologies ,8,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Poon
ZAF,South Africa,South Africa,Sub-Saharan Africa,Upper middle income,2023,2023,2030,2030,,41,41,Percent,Final energy,All technologies,41,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2024_GlobalOverview_Full_Report_with_endnotes_web.pdf,1,Dou
ZAF,South Africa,South Africa,Sub-Saharan Africa,Upper middle income,2002,2002,2013,2013,,4,4,Percent,Primary energy,All technologies,,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2005_Full-Report_English.pdf,,Dou
SSD,South Sudan,South Sudan,Sub-Saharan Africa,Low income,2016,2016,2050,2050,,100,100,Percent,Electricity ,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2017_Full-Report_English.pdf,1,
SSD,South Sudan,South Sudan,Sub-Saharan Africa,Low income,2020,2020,2050,2050,,100,100,Percent,Final energy,All technologies,100,,https://www.ren21.net/wp-content/uploads/2019/05/GSR2021_Full_Report.pdf,1,Dou
